"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","task","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration","correct_response","is_correct"
"501","","b","psychophysics","10","179488","0.0-3.0-1.2","response","key","b","16.679833333333953","500","400","Red","Red","true","100","R","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","11","179994","0.0-3.0-2.2","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","12","180504","0.0-3.0-0.3","fixation","","","","","","","","","","",""
"614","","b","psychophysics","13","181642","0.0-3.0-1.3","response","key","b","16.685054054054294","500","400","Blue","Blue","true","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","14","182150","0.0-3.0-2.3","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","15","182660","0.0-3.0-0.4","fixation","","","","","","","","","","",""
"586","","r","psychophysics","16","183760","0.0-3.0-1.4","response","key","r","16.683828571428812","500","400","Red","Red","true","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","17","184278","0.0-3.0-2.4","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","18","184786","0.0-3.0-0.5","fixation","","","","","","","","","","",""
"561","","b","psychophysics","19","185869","0.0-3.0-1.5","response","key","b","16.681617647059337","500","400","Blue","Blue","true","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","20","186387","0.0-3.0-2.5","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","21","186898","0.0-3.0-0.6","fixation","","","","","","","","","","",""
"622","","b","psychophysics","22","188036","0.0-3.0-1.6","response","key","b","16.685189189189554","500","400","Blue","Blue","true","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","23","188552","0.0-3.0-2.6","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","24","189064","0.0-3.0-0.7","fixation","","","","","","","","","","",""
"563","","y","psychophysics","25","190145","0.0-3.0-1.7","response","key","y","16.680205882353167","500","400","Yellow","Blue","false","100","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","26","190659","0.0-3.0-2.7","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","27","191171","0.0-3.0-0.8","fixation","","","","","","","","","","",""
"621","","r","psychophysics","28","192309","0.0-3.0-1.8","response","key","r","16.680378378378354","500","400","Red","Blue","false","0","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","29","192815","0.0-3.0-2.8","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","30","193327","0.0-3.0-0.9","fixation","","","","","","","","","","",""
"542","","y","psychophysics","31","194395","0.0-3.0-1.9","response","key","y","16.680181818181705","500","400","Yellow","Yellow","true","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","32","194907","0.0-3.0-2.9","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","33","195423","0.0-3.0-0.10","fixation","","","","","","","","","","",""
"538","","g","psychophysics","34","196483","0.0-3.0-1.10","response","key","g","16.688125000000582","500","400","Green","Green","true","0","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","35","196991","0.0-3.0-2.10","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","36","197503","0.0-3.0-0.11","fixation","","","","","","","","","","",""
"650","","g","psychophysics","37","198664","0.0-3.0-1.11","response","key","g","16.68363157894744","500","400","Green","Green","true","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","38","199170","0.0-3.0-2.11","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","39","199684","0.0-3.0-0.12","fixation","","","","","","","","","","",""
"903","","b","psychophysics","40","201106","0.0-3.0-1.12","response","key","b","16.685962962962716","500","400","Blue","Red","false","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","41","201619","0.0-3.0-2.12","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","42","202132","0.0-3.0-0.13","fixation","","","","","","","","","","",""
"564","","y","psychophysics","43","203218","0.0-3.0-1.13","response","key","y","16.686457142857503","500","400","Yellow","Green","false","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","44","203730","0.0-3.0-2.13","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","45","204242","0.0-3.0-0.14","fixation","","","","","","","","","","",""
"473","","g","psychophysics","46","205225","0.0-3.0-1.14","response","key","g","16.682535714285873","500","400","Yellow","Yellow","true","0","Y","false"
"71","<p style=""font-size:60pt"">Wrong</p>","y","html-keyboard-response","47","205298","0.0-3.0-2.14","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","205803","0.0-3.0-0.15","fixation","","","","","","","","","","",""
"835","","y","psychophysics","49","207148","0.0-3.0-1.15","response","key","y","16.68030000000028","500","400","Yellow","Yellow","true","100","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","50","207659","0.0-3.0-2.15","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","51","208169","0.0-3.0-0.16","fixation","","","","","","","","","","",""
"748","","y","psychophysics","52","209433","0.0-3.0-1.16","response","key","y","16.681222222222196","500","400","Yellow","Red","false","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","53","209941","0.0-3.0-2.16","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","210450","0.0-3.0-0.17","fixation","","","","","","","","","","",""
"557","","r","psychophysics","55","211528","0.0-3.0-1.17","response","key","r","16.678441176470884","500","400","Blue","Red","false","100","B","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","56","212035","0.0-3.0-2.17","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","57","212537","0.0-3.0-0.18","fixation","","","","","","","","","","",""
"746","","r","psychophysics","58","213794","0.0-3.0-1.18","response","key","r","16.68704347826133","500","400","Red","Green","false","0","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","59","214297","0.0-3.0-2.18","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","214807","0.0-3.0-0.19","fixation","","","","","","","","","","",""
"636","","y","psychophysics","61","215955","0.0-3.0-1.19","response","key","y","16.688605263157545","500","400","Yellow","Green","false","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","62","216466","0.0-3.0-2.19","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","216976","0.0-3.0-0.20","fixation","","","","","","","","","","",""
"532","","g","psychophysics","64","218024","0.0-3.0-1.20","response","key","g","16.68006249999962","500","400","Red","Green","false","0","R","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","65","218526","0.0-3.0-2.20","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","219039","0.0-3.0-0.21","fixation","","","","","","","","","","",""
"809","","g","psychophysics","67","220367","0.0-3.0-1.21","response","key","g","16.686333333333096","500","400","Green","Yellow","false","300","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","68","220871","0.0-3.0-2.21","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","69","221384","0.0-3.0-0.22","fixation","","","","","","","","","","",""
"796","","g","psychophysics","70","222699","0.0-3.0-1.22","response","key","g","16.681062499999825","500","400","Green","Blue","false","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","71","223206","0.0-3.0-2.22","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","72","223722","0.0-3.0-0.23","fixation","","","","","","","","","","",""
"637","","r","psychophysics","73","224876","0.0-3.0-1.23","response","key","r","16.68541025641025","500","400","Red","Red","true","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","74","225393","0.0-3.0-2.23","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","75","225906","0.0-3.0-0.24","fixation","","","","","","","","","","",""
"665","","y","psychophysics","76","227084","0.0-3.0-1.24","response","key","y","16.690924999999698","500","400","Yellow","Red","false","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","77","227590","0.0-3.0-2.24","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","78","228095","0.0-3.0-0.25","fixation","","","","","","","","","","",""
"842","","b","psychophysics","79","229453","0.0-3.0-1.25","response","key","b","16.684901960784178","500","400","Blue","Blue","true","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","80","229969","0.0-3.0-2.25","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","81","230481","0.0-3.0-0.26","fixation","","","","","","","","","","",""
"607","","y","psychophysics","82","231601","0.0-3.0-1.26","response","key","y","16.685388888888863","500","400","Yellow","Green","false","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","83","232106","0.0-3.0-2.26","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","84","232614","0.0-3.0-0.27","fixation","","","","","","","","","","",""
"574","","g","psychophysics","85","233708","0.0-3.0-1.27","response","key","g","16.685314285714412","500","400","Green","Blue","false","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","86","234213","0.0-3.0-2.27","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","87","234725","0.0-3.0-0.28","fixation","","","","","","","","","","",""
"1316","","b","psychophysics","88","236561","0.0-3.0-1.28","response","key","b","16.684898734177075","500","400","Blue","Blue","true","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","89","237079","0.0-3.0-2.28","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","90","237590","0.0-3.0-0.29","fixation","","","","","","","","","","",""
"623","","g","psychophysics","91","238734","0.0-3.0-1.29","response","key","g","16.68157894736827","500","400","Green","Blue","false","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","92","239247","0.0-3.0-2.29","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","93","239759","0.0-3.0-0.30","fixation","","","","","","","","","","",""
"679","","g","psychophysics","94","240954","0.0-3.0-1.30","response","key","g","16.685707317073206","500","400","Green","Green","true","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","95","241464","0.0-3.0-2.30","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","96","241977","0.0-3.0-0.31","fixation","","","","","","","","","","",""
"977","","b","psychophysics","97","243472","0.0-3.0-1.31","response","key","b","16.683423728813313","500","400","Blue","Blue","true","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","98","243987","0.0-3.0-2.31","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","99","244500","0.0-3.0-0.32","fixation","","","","","","","","","","",""
"599","","r","psychophysics","100","245654","0.0-3.0-1.32","response","key","r","16.689722222222674","500","400","Red","Red","true","0","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","101","246160","0.0-3.0-2.32","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","102","246672","0.0-3.0-0.33","fixation","","","","","","","","","","",""
"689","","g","psychophysics","103","247880","0.0-3.0-1.33","response","key","g","16.685292682926335","500","400","Green","Green","true","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","104","248393","0.0-3.0-2.33","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","105","248909","0.0-3.0-0.34","fixation","","","","","","","","","","",""
"481","","g","psychophysics","106","249908","0.0-3.0-1.34","response","key","g","16.684103448275106","500","400","Green","Green","true","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","107","250425","0.0-3.0-2.34","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","108","250936","0.0-3.0-0.35","fixation","","","","","","","","","","",""
"641","","r","psychophysics","109","252096","0.0-3.0-1.35","response","key","r","16.68758974358953","500","400","Red","Red","true","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","110","252614","0.0-3.0-2.35","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","111","253124","0.0-3.0-0.36","fixation","","","","","","","","","","",""
"750","","g","psychophysics","112","254396","0.0-3.0-1.36","response","key","g","17.052377777778183","500","400","Green","Blue","false","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","113","254942","0.0-3.0-2.36","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","114","255454","0.0-3.0-0.37","fixation","","","","","","","","","","",""
"517","","g","psychophysics","115","256495","0.0-3.0-1.37","response","key","g","16.678874999999607","500","400","Green","Red","false","0","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","116","256999","0.0-3.0-2.37","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","117","257506","0.0-3.0-0.38","fixation","","","","","","","","","","",""
"668","","r","psychophysics","118","258695","0.0-3.0-1.38","response","key","r","16.681926829268356","500","400","Red","Red","true","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","119","259197","0.0-3.0-2.38","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","120","259712","0.0-3.0-0.39","fixation","","","","","","","","","","",""
"633","","g","psychophysics","121","260863","0.0-3.0-1.39","response","key","g","16.684810810811296","500","400","Green","Green","true","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","122","261370","0.0-3.0-2.39","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","261884","0.0-3.0-0.40","fixation","","","","","","","","","","",""
"559","","g","psychophysics","124","262958","0.0-3.0-1.40","response","key","g","16.681735294117757","500","400","Green","Green","true","300","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","125","263459","0.0-3.0-2.40","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","126","263971","0.0-3.0-0.41","fixation","","","","","","","","","","",""
"472","","g","psychophysics","127","264979","0.0-3.0-1.41","response","key","g","17.279071428571893","500","400","Green","Red","false","0","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","128","265491","0.0-3.0-2.41","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","129","266002","0.0-3.0-0.42","fixation","","","","","","","","","","",""
"466","","g","psychophysics","130","266999","0.0-3.0-1.42","response","key","g","16.68182142857196","500","400","Green","Red","false","0","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","131","267501","0.0-3.0-2.42","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","132","268008","0.0-3.0-0.43","fixation","","","","","","","","","","",""
"485","","r","psychophysics","133","269014","0.0-3.0-1.43","response","key","r","16.686586206897307","500","400","Red","Red","true","0","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","134","269517","0.0-3.0-2.43","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","270027","0.0-3.0-0.44","fixation","","","","","","","","","","",""
"610","","b","psychophysics","136","271150","0.0-3.0-1.44","response","key","b","16.683499999999185","500","400","Blue","Blue","true","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","137","271667","0.0-3.0-2.44","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","138","272176","0.0-3.0-0.45","fixation","","","","","","","","","","",""
"611","","r","psychophysics","139","273297","0.0-3.0-1.45","response","key","r","16.6846216216202","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","140","273806","0.0-3.0-2.45","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","141","274314","0.0-3.0-0.46","fixation","","","","","","","","","","",""
"534","","y","psychophysics","142","275367","0.0-3.0-1.46","response","key","y","16.68429032258216","500","400","Yellow","Yellow","true","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","143","275873","0.0-3.0-2.46","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","144","276382","0.0-3.0-0.47","fixation","","","","","","","","","","",""
"597","","y","psychophysics","145","277497","0.0-3.0-1.47","response","key","y","16.682171428572786","500","400","Yellow","Yellow","true","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","146","278010","0.0-3.0-2.47","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","278518","0.0-3.0-0.48","fixation","","","","","","","","","","",""
"523","","g","psychophysics","148","279554","0.0-3.0-1.48","response","key","g","16.681193548387984","500","400","Green","Blue","false","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","149","280056","0.0-3.0-2.48","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","150","280566","0.0-3.0-0.49","fixation","","","","","","","","","","",""
"595","","y","psychophysics","151","281676","0.0-3.0-1.49","response","key","y","16.704333333332517","500","400","Yellow","Blue","false","100","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","152","282180","0.0-3.0-2.49","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","153","282692","0.0-3.0-0.50","fixation","","","","","","","","","","",""
"462","","y","psychophysics","154","283669","0.0-3.0-1.50","response","key","y","16.68625925926069","500","400","Yellow","Red","false","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","155","284178","0.0-3.0-2.50","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","156","284690","0.0-3.0-0.51","fixation","","","","","","","","","","",""
"834","","r","psychophysics","157","286042","0.0-3.0-1.51","response","key","r","16.68579999999958","500","400","Red","Red","true","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","158","286547","0.0-3.0-2.51","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","287056","0.0-3.0-0.52","fixation","","","","","","","","","","",""
"406","","b","psychophysics","160","287982","0.0-3.0-1.52","response","key","b","16.679960000000428","500","400","Blue","Red","false","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","161","288490","0.0-3.0-2.52","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","162","288996","0.0-3.0-0.53","fixation","","","","","","","","","","",""
"635","","b","psychophysics","163","290153","0.0-3.0-1.53","response","key","b","16.688710526315077","500","400","Blue","Yellow","false","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","164","290659","0.0-3.0-2.53","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","165","291167","0.0-3.0-0.54","fixation","","","","","","","","","","",""
"620","","r","psychophysics","166","292303","0.0-3.0-1.54","response","key","r","16.656583333332996","500","400","Red","Blue","false","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","167","292819","0.0-3.0-2.54","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","168","293333","0.0-3.0-0.55","fixation","","","","","","","","","","",""
"670","","b","psychophysics","169","294522","0.0-3.0-1.55","response","key","b","16.68700000000099","500","400","Blue","Red","false","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","170","295032","0.0-3.0-2.55","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","295543","0.0-3.0-0.56","fixation","","","","","","","","","","",""
"511","","g","psychophysics","172","296578","0.0-3.0-1.56","response","key","g","16.68012903225721","500","400","Green","Red","false","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","173","297083","0.0-3.0-2.56","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","174","297593","0.0-3.0-0.57","fixation","","","","","","","","","","",""
"647","","r","psychophysics","175","298775","0.0-3.0-1.57","response","key","r","16.680487179486917","500","400","Red","Yellow","false","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","176","299288","0.0-3.0-2.57","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","177","299799","0.0-3.0-0.58","fixation","","","","","","","","","","",""
"1038","","b","psychophysics","178","301346","0.0-3.0-1.58","response","key","b","16.679935483871244","500","400","Blue","Green","false","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","179","301850","0.0-3.0-2.58","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","180","302358","0.0-3.0-0.59","fixation","","","","","","","","","","",""
"690","","r","psychophysics","181","303566","0.0-3.0-1.59","response","key","r","16.68464285714297","500","400","Red","Yellow","false","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","182","304080","0.0-3.0-2.59","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","304595","0.0-3.0-0.60","fixation","","","","","","","","","","",""
"782","","r","psychophysics","184","305892","0.0-3.0-1.60","response","key","r","16.68480851063802","500","400","Red","Blue","false","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","185","306403","0.0-3.0-2.60","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","186","306918","0.0-3.0-0.61","fixation","","","","","","","","","","",""
"537","","g","psychophysics","187","307971","0.0-3.0-1.61","response","key","g","16.67924999999923","500","400","Blue","Blue","true","0","B","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","188","308485","0.0-3.0-2.61","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","189","308993","0.0-3.0-0.62","fixation","","","","","","","","","","",""
"576","","g","psychophysics","190","310076","0.0-3.0-1.62","response","key","g","16.688294117647114","500","400","Green","Green","true","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","191","310584","0.0-3.0-2.62","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","192","311093","0.0-3.0-0.63","fixation","","","","","","","","","","",""
"585","","r","psychophysics","193","312191","0.0-3.0-1.63","response","key","r","16.682685714286553","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","194","312703","0.0-3.0-2.63","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","313211","0.0-3.0-0.64","fixation","","","","","","","","","","",""
"526","","r","psychophysics","196","314253","0.0-3.0-1.64","response","key","r","16.68032258064411","500","400","Red","Red","true","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","197","314771","0.0-3.0-2.64","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","198","315279","0.0-3.0-0.65","fixation","","","","","","","","","","",""
"440","","r","psychophysics","199","316239","0.0-3.0-1.65","response","key","r","16.6718461538459","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","200","316744","0.0-3.0-2.65","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","201","317254","0.0-3.0-0.66","fixation","","","","","","","","","","",""
"605","","r","psychophysics","202","318379","0.0-3.0-1.66","response","key","r","16.68472222222287","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","203","318882","0.0-3.0-2.66","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","204","319394","0.0-3.0-0.67","fixation","","","","","","","","","","",""
