"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","task","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration","correct_response","is_correct"
"1490","<p style=""font:bold 20pt Arial"">Welcome to Interactive Stroop Test with SOA -- 4 Colors.</p>
      <p style=""margin:50px"">Press any key to begin.</p>","j","html-keyboard-response","0","1492","0.0-0.0","","","","","","","","","","","",""
"7934","
		<div style=""width:800px"">
			<p>You will see text in 4 colors which are individually assigned to a key.</p>
			<ul style=""list-style-type:none"">
			  <li style=""color:Blue"">Blue - key B</li><li style=""color:Red"">Red - key R</li><li style=""color:Green"">Green - key G</li><li style=""color:Yellow"">Yellow - key Y</li>
			</ul>
			<p>Your task is to press the key as soon as possible when you see a color.</p>
			<p>For example, you should press B key when seeing a word in color <span style=""color:Blue"">Blue</span>, even if the word is <span style=""color:Blue"">Red</span>.</p>
			<p>Here is a tip, you can place your figures on the keys to have a better performance.</p>
			<p>For instance, left middle figure on R; left index figure on B; right index figure on G; and right middle figure on Y</p>
			<p>The experiment will start with a practice for you to be familiar with the task.</p>
			<p>Then a test will start.</p>
			</p></p>	  
			<p>Press any key to begin the practice.</p>
		</div>
      ","g","html-keyboard-response","1","9429","0.0-1.0","","","","","","","","","","","",""
"1615","
  	<div style=""width:800px"">
  		<p>The test will start. Remember to press the key according to the color rather than the word.</p>
  		<p>You can press S if you do not catch the blink color.</p>
  		<p>Press any key to begin.</p>
  	</div>
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","125","102340","0.0-3.0-2.40","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","126","102851","0.0-3.0-0.41","fixation","","","","","","","","","","",""
"866","","r","psychophysics","127","104227","0.0-3.0-1.41","response","key","r","16.68180769230765","500","400","Blue","Red","false","100","B","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","128","104734","0.0-3.0-2.41","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","129","105248","0.0-3.0-0.42","fixation","","","","","","","","","","",""
"681","","b","psychophysics","130","106442","0.0-3.0-1.42","response","key","b","16.68060975609753","500","400","Blue","Green","false","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","131","106947","0.0-3.0-2.42","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","132","107456","0.0-3.0-0.43","fixation","","","","","","","","","","",""
"739","","r","psychophysics","133","108712","0.0-3.0-1.43","response","key","r","16.6840227272726","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","134","109221","0.0-3.0-2.43","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","109730","0.0-3.0-0.44","fixation","","","","","","","","","","",""
"571","","y","psychophysics","136","110812","0.0-3.0-1.44","response","key","y","16.683235294117527","500","400","Yellow","Yellow","true","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","137","111327","0.0-3.0-2.44","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","138","111834","0.0-3.0-0.45","fixation","","","","","","","","","","",""
"839","","y","psychophysics","139","113186","0.0-3.0-1.45","response","key","y","16.683859999999985","500","400","Yellow","Blue","false","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","140","113700","0.0-3.0-2.45","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","141","114212","0.0-3.0-0.46","fixation","","","","","","","","","","",""
"668","","r","psychophysics","142","115400","0.0-3.0-1.46","response","key","r","16.68094999999994","500","400","Red","Yellow","false","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","143","115915","0.0-3.0-2.46","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","144","116428","0.0-3.0-0.47","fixation","","","","","","","","","","",""
"559","","r","psychophysics","145","117507","0.0-3.0-1.47","response","key","r","16.68557575757564","500","400","Red","Green","false","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","146","118011","0.0-3.0-2.47","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","118520","0.0-3.0-0.48","fixation","","","","","","","","","","",""
"546","","y","psychophysics","148","119587","0.0-3.0-1.48","response","key","y","16.679121212120993","500","400","Yellow","Yellow","true","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","149","120094","0.0-3.0-2.48","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","150","120609","0.0-3.0-0.49","fixation","","","","","","","","","","",""
"661","","g","psychophysics","151","121786","0.0-3.0-1.49","response","key","g","16.680099999999946","500","400","Green","Green","true","300","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","152","122299","0.0-3.0-2.49","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","153","122810","0.0-3.0-0.50","fixation","","","","","","","","","","",""
"946","","r","psychophysics","154","124277","0.0-3.0-1.50","response","key","r","16.684508771929693","500","400","Blue","Blue","true","200","B","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","155","124792","0.0-3.0-2.50","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","156","125301","0.0-3.0-0.51","fixation","","","","","","","","","","",""
"487","","y","psychophysics","157","126300","0.0-3.0-1.51","response","key","y","16.684379310345133","500","400","Yellow","Yellow","true","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","158","126803","0.0-3.0-2.51","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","127313","0.0-3.0-0.52","fixation","","","","","","","","","","",""
"754","","y","psychophysics","160","128580","0.0-3.0-1.52","response","key","y","16.682777777777584","500","400","Yellow","Red","false","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","161","129089","0.0-3.0-2.52","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","162","129602","0.0-3.0-0.53","fixation","","","","","","","","","","",""
"561","","g","psychophysics","163","130679","0.0-3.0-1.53","response","key","g","16.676764705882626","500","400","Green","Blue","false","0","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","164","131181","0.0-3.0-2.53","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","165","131692","0.0-3.0-0.54","fixation","","","","","","","","","","",""
"937","","r","psychophysics","166","133147","0.0-3.0-1.54","response","key","r","16.680842105262982","500","400","Red","Yellow","false","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","167","133660","0.0-3.0-2.54","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","168","134169","0.0-3.0-0.55","fixation","","","","","","","","","","",""
"614","","r","psychophysics","169","135302","0.0-3.0-1.55","response","key","r","16.683054054053688","500","400","Red","Red","true","300","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","170","135810","0.0-3.0-2.55","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","136320","0.0-3.0-0.56","fixation","","","","","","","","","","",""
"624","","r","psychophysics","172","137462","0.0-3.0-1.56","response","key","r","16.68327027026995","500","400","Red","Red","true","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","173","137974","0.0-3.0-2.56","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","174","138488","0.0-3.0-0.57","fixation","","","","","","","","","","",""
"473","","r","psychophysics","175","139477","0.0-3.0-1.57","response","key","r","16.680999999999976","500","400","Red","Yellow","false","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","176","139998","0.0-3.0-2.57","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","177","140506","0.0-3.0-0.58","fixation","","","","","","","","","","",""
"466","","y","psychophysics","178","141490","0.0-3.0-1.58","response","key","y","16.68160714285685","500","400","Yellow","Red","false","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","179","142005","0.0-3.0-2.58","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","180","142516","0.0-3.0-0.59","fixation","","","","","","","","","","",""
"764","","b","psychophysics","181","143796","0.0-3.0-1.59","response","key","b","16.68217391304358","500","400","Blue","Red","false","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","182","144308","0.0-3.0-2.59","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","144822","0.0-3.0-0.60","fixation","","","","","","","","","","",""
"579","","g","psychophysics","184","145919","0.0-3.0-1.60","response","key","g","16.68411428571479","500","400","Green","Red","false","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","185","146430","0.0-3.0-2.60","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","186","146942","0.0-3.0-0.61","fixation","","","","","","","","","","",""
"651","","g","psychophysics","187","148112","0.0-3.0-1.61","response","key","g","17.11915789473661","500","400","Green","Green","true","100","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","188","148615","0.0-3.0-2.61","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","189","149128","0.0-3.0-0.62","fixation","","","","","","","","","","",""
"589","","y","psychophysics","190","150235","0.0-3.0-1.62","response","key","y","17.154028571427833","500","400","Yellow","Blue","false","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","191","150742","0.0-3.0-2.62","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","192","151250","0.0-3.0-0.63","fixation","","","","","","","","","","",""
"661","","y","psychophysics","193","152426","0.0-3.0-1.63","response","key","y","16.68292307692359","500","400","Yellow","Yellow","true","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","194","152929","0.0-3.0-2.63","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","153436","0.0-3.0-0.64","fixation","","","","","","","","","","",""
"1497","","b","psychophysics","196","155453","0.0-3.0-1.64","response","key","b","16.68454444444441","500","400","Blue","Green","false","100","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","197","155968","0.0-3.0-2.64","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","198","156479","0.0-3.0-0.65","fixation","","","","","","","","","","",""
"833","","r","psychophysics","199","157829","0.0-3.0-1.65","response","key","r","16.68508000000031","500","400","Red","Blue","false","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","200","158337","0.0-3.0-2.65","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","201","158848","0.0-3.0-0.66","fixation","","","","","","","","","","",""
"635","","y","psychophysics","202","159996","0.0-3.0-1.66","response","key","y","16.680868421053194","500","400","Yellow","Yellow","true","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","203","160499","0.0-3.0-2.66","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","204","161009","0.0-3.0-0.67","fixation","","","","","","","","","","",""
"673","","r","psychophysics","205","162203","0.0-3.0-1.67","response","key","r","16.67887499999997","500","400","Red","Blue","false","0","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","206","162715","0.0-3.0-2.67","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","207","163227","0.0-3.0-0.68","fixation","","","","","","","","","","",""
"1152","","b","psychophysics","208","164891","0.0-3.0-1.68","response","key","b","16.68044927536233","500","400","Blue","Blue","true","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","209","165404","0.0-3.0-2.68","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","210","165914","0.0-3.0-0.69","fixation","","","","","","","","","","",""
"786","","r","psychophysics","211","167217","0.0-3.0-1.69","response","key","r","16.685446808510957","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","212","167721","0.0-3.0-2.69","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","213","168234","0.0-3.0-0.70","fixation","","","","","","","","","","",""
"581","","y","psychophysics","214","169336","0.0-3.0-1.70","response","key","y","16.68697142857127","500","400","Yellow","Blue","false","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","215","169844","0.0-3.0-2.70","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","216","170350","0.0-3.0-0.71","fixation","","","","","","","","","","",""
"571","","y","psychophysics","217","171436","0.0-3.0-1.71","response","key","y","16.682441176470842","500","400","Yellow","Green","false","0","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","218","171948","0.0-3.0-2.71","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","219","172458","0.0-3.0-0.72","fixation","","","","","","","","","","",""
"853","","r","psychophysics","220","173826","0.0-3.0-1.72","response","key","r","16.68386274509819","500","400","Red","Red","true","100","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","221","174343","0.0-3.0-2.72","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","222","174855","0.0-3.0-0.73","fixation","","","","","","","","","","",""
"572","","y","psychophysics","223","175948","0.0-3.0-1.73","response","key","y","16.684764705882543","500","400","Yellow","Yellow","true","300","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","224","176454","0.0-3.0-2.73","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","225","176970","0.0-3.0-0.74","fixation","","","","","","","","","","",""
"1090","","b","psychophysics","226","178576","0.0-3.0-1.74","response","key","b","16.68401538461554","500","400","Blue","Blue","true","200","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","227","179086","0.0-3.0-2.74","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","228","179598","0.0-3.0-0.75","fixation","","","","","","","","","","",""
"517","","b","psychophysics","229","180635","0.0-3.0-1.75","response","key","b","16.682516129032123","500","400","Blue","Blue","true","0","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","230","181144","0.0-3.0-2.75","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","231","181655","0.0-3.0-0.76","fixation","","","","","","","","","","",""
"491","","b","psychophysics","232","182662","0.0-3.0-1.76","response","key","b","16.68153333333418","500","400","Blue","Blue","true","300","B","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","233","183176","0.0-3.0-2.76","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","234","183687","0.0-3.0-0.77","fixation","","","","","","","","","","",""
"578","","r","psychophysics","235","184781","0.0-3.0-1.77","response","key","r","16.687057142856897","500","400","Red","Green","false","200","R","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","236","185299","0.0-3.0-2.77","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","237","185813","0.0-3.0-0.78","fixation","","","","","","","","","","",""
"448","","y","psychophysics","238","186780","0.0-3.0-1.78","response","key","y","16.681814814814263","500","400","Yellow","Yellow","true","200","Y","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","239","187281","0.0-3.0-2.78","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","240","187791","0.0-3.0-0.79","fixation","","","","","","","","","","",""
"558","","g","psychophysics","241","188869","0.0-3.0-1.79","response","key","g","16.682676470588536","500","400","Green","Green","true","200","G","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","242","189371","0.0-3.0-2.79","","","","","","","","","","","",""
